Time,AvgVolume
00:00,27.282258064516128
00:15,23.282258064516128
00:30,19.483870967741936
00:45,19.701612903225808
01:00,16.830645161290324
01:15,9.241935483870968
01:30,9.790322580645162
01:45,6.911290322580645
02:00,7.596774193548387
02:15,7.42741935483871
02:30,7.338709677419355
02:45,7.403225806451613
03:00,7.653225806451613
03:15,5.975806451612903
03:30,6.604838709677419
03:45,5.82258064516129
04:00,7.274193548387097
04:15,6.0
04:30,7.991935483870968
04:45,9.766129032258064
05:00,10.290322580645162
05:15,10.096774193548388
05:30,16.370967741935484
05:45,27.43548387096774
06:00,34.403225806451616
06:15,37.774193548387096
06:30,55.516129032258064
06:45,66.87096774193549
07:00,88.91935483870968
07:15,117.0241935483871
07:30,147.59677419354838
07:45,149.50806451612902
08:00,179.00806451612902
08:15,159.86290322580646
08:30,170.03225806451613
08:45,170.17741935483872
09:00,157.7983870967742
09:15,130.6209677419355
09:30,125.23387096774194
09:45,124.64516129032258
10:00,127.59677419354838
10:15,110.03225806451613
10:30,132.16129032258064
10:45,111.75806451612904
11:00,117.88709677419355
11:15,118.5725806451613
11:30,142.08064516129033
11:45,131.91935483870967
12:00,136.31451612903226
12:15,120.94354838709677
12:30,134.7258064516129
12:45,126.40322580645162
13:00,135.1048387096774
13:15,114.63709677419355
13:30,129.90322580645162
13:45,130.25806451612902
14:00,132.54032258064515
14:15,131.01612903225808
14:30,129.53225806451613
14:45,139.32258064516128
15:00,139.91935483870967
15:15,143.7258064516129
15:30,174.07258064516128
15:45,172.07258064516128
16:00,179.48387096774192
16:15,164.2258064516129
16:30,175.83870967741936
16:45,155.66935483870967
17:00,181.4516129032258
17:15,202.66129032258064
17:30,189.28225806451613
17:45,171.03225806451613
18:00,184.07258064516128
18:15,194.25
18:30,171.65322580645162
18:45,131.04032258064515
19:00,122.49193548387096
19:15,108.5241935483871
19:30,105.15322580645162
19:45,86.24193548387096
20:00,74.58064516129032
20:15,67.95967741935483
20:30,72.98387096774194
20:45,56.00806451612903
21:00,66.0241935483871
21:15,58.524193548387096
21:30,55.806451612903224
21:45,53.57258064516129
22:00,69.16129032258064
22:15,44.685483870967744
22:30,47.064516129032256
22:45,37.41935483870968
23:00,45.766129032258064
23:15,28.798387096774192
23:30,29.524193548387096
23:45,20.733870967741936
