Time,AvgVolume
00:00,29.86021505376344
00:15,25.64516129032258
00:30,20.268817204301076
00:45,18.225806451612904
01:00,15.688172043010752
01:15,13.86021505376344
01:30,12.053763440860216
01:45,10.64516129032258
02:00,9.258064516129032
02:15,8.505376344086022
02:30,7.881720430107527
02:45,7.279569892473118
03:00,7.129032258064516
03:15,7.623655913978495
03:30,7.0
03:45,6.763440860215054
04:00,6.913978494623656
04:15,8.021505376344086
04:30,8.763440860215054
04:45,10.806451612903226
05:00,12.376344086021506
05:15,15.763440860215054
05:30,20.978494623655912
05:45,27.956989247311828
06:00,38.634408602150536
06:15,59.96774193548387
06:30,90.55913978494624
06:45,114.17204301075269
07:00,136.56989247311827
07:15,169.752688172043
07:30,175.8494623655914
07:45,178.11827956989248
08:00,178.80645161290323
08:15,192.27956989247312
08:30,187.23655913978496
08:45,190.61290322580646
09:00,190.98924731182797
09:15,192.38709677419354
09:30,182.51612903225808
09:45,181.70967741935485
10:00,167.2688172043011
10:15,170.3548387096774
10:30,173.7311827956989
10:45,176.2688172043011
11:00,169.01075268817203
11:15,173.752688172043
11:30,178.5268817204301
11:45,186.1720430107527
12:00,185.29032258064515
12:15,188.7311827956989
12:30,186.59139784946237
12:45,185.48387096774192
13:00,181.61290322580646
13:15,180.55913978494624
13:30,181.11827956989248
13:45,180.6451612903226
14:00,179.91397849462365
14:15,182.98924731182797
14:30,188.05376344086022
14:45,196.9784946236559
15:00,208.63440860215053
15:15,216.23655913978496
15:30,218.08602150537635
15:45,219.25806451612902
16:00,220.93548387096774
16:15,221.25806451612902
16:30,227.44086021505376
16:45,225.50537634408602
17:00,232.7311827956989
17:15,243.93548387096774
17:30,238.21505376344086
17:45,237.27956989247312
18:00,230.74193548387098
18:15,219.8494623655914
18:30,196.48387096774192
18:45,183.98924731182797
19:00,167.3978494623656
19:15,150.08602150537635
19:30,127.98924731182795
19:45,110.95698924731182
20:00,99.09677419354838
20:15,91.82795698924731
20:30,88.17204301075269
20:45,84.16129032258064
21:00,85.68817204301075
21:15,83.75268817204301
21:30,79.08602150537635
21:45,74.83870967741936
22:00,74.45161290322581
22:15,65.60215053763442
22:30,62.25806451612903
22:45,54.043010752688176
23:00,49.55913978494624
23:15,41.88172043010753
23:30,37.44086021505376
23:45,31.698924731182796
