Time,AvgVolume
00:00,20.440860215053764
00:15,18.892473118279568
00:30,15.182795698924732
00:45,13.043010752688172
01:00,11.150537634408602
01:15,8.870967741935484
01:30,8.451612903225806
01:45,7.247311827956989
02:00,6.860215053763441
02:15,6.096774193548387
02:30,4.849462365591398
02:45,6.645161290322581
03:00,5.645161290322581
03:15,5.204301075268817
03:30,5.548387096774194
03:45,5.881720430107527
04:00,5.118279569892473
04:15,4.946236559139785
04:30,6.279569892473118
04:45,6.774193548387097
05:00,6.849462365591398
05:15,9.129032258064516
05:30,10.064516129032258
05:45,16.29032258064516
06:00,18.774193548387096
06:15,26.623655913978496
06:30,38.43010752688172
06:45,50.956989247311824
07:00,69.64516129032258
07:15,89.83870967741936
07:30,111.19354838709677
07:45,128.41935483870967
08:00,137.70967741935485
08:15,149.88172043010752
08:30,162.43010752688173
08:45,167.79569892473117
09:00,124.15053763440861
09:15,113.6774193548387
09:30,102.36559139784946
09:45,103.93548387096774
10:00,97.76344086021506
10:15,103.96774193548387
10:30,105.26881720430107
10:45,104.09677419354838
11:00,102.04301075268818
11:15,108.44086021505376
11:30,112.31182795698925
11:45,119.72043010752688
12:00,112.53763440860214
12:15,116.74193548387096
12:30,114.10752688172043
12:45,113.87096774193549
13:00,109.27956989247312
13:15,112.91397849462365
13:30,110.27956989247312
13:45,104.46236559139786
14:00,103.3225806451613
14:15,113.21505376344086
14:30,116.70967741935483
14:45,122.50537634408602
15:00,132.91397849462365
15:15,147.1290322580645
15:30,152.88172043010752
15:45,144.1720430107527
16:00,141.33333333333334
16:15,139.31182795698925
16:30,138.63440860215053
16:45,145.04301075268816
17:00,151.29032258064515
17:15,153.18279569892474
17:30,153.67741935483872
17:45,153.3763440860215
18:00,150.4516129032258
18:15,140.3978494623656
18:30,126.02150537634408
18:45,118.40860215053763
19:00,108.29032258064517
19:15,97.60215053763442
19:30,82.3225806451613
19:45,75.98924731182795
20:00,66.13978494623656
20:15,62.215053763440864
20:30,61.17204301075269
20:45,61.043010752688176
21:00,58.763440860215056
21:15,56.193548387096776
21:30,50.215053763440864
21:45,49.333333333333336
22:00,44.795698924731184
22:15,43.365591397849464
22:30,40.795698924731184
22:45,36.0
23:00,33.505376344086024
23:15,28.086021505376344
23:30,26.053763440860216
23:45,22.096774193548388
